identifier,title,action,name,date,matter_id
O2023-0004621,Handicapped Parking Permit No. 132289,Introduced,Chicago City Council,2023-10-05,8A0D00DA-AC5C-EE11-BE6E-001DD8306AD0
O2023-0004622,Handicapped Parking Permit No. 131808,Introduced,Chicago City Council,2023-10-05,059395F5-AD5C-EE11-BE6E-001DD8306AD0
O2023-0004624,Handicapped Parking Permit No. 131636,Introduced,Chicago City Council,2023-10-05,2F5B5654-375D-EE11-BE6E-001DD8306308
O2023-0004625,Handicapped Parking Permit No. 129932,Introduced,Chicago City Council,2023-10-05,35477A84-385D-EE11-BE6E-001DD8306308
O2023-0004626,Handicapped Parking Permit No. 122238,Introduced,Chicago City Council,2023-10-05,F059C030-3B5D-EE11-BE6E-001DD8306CFC
O2023-0004627,Handicapped Parking Permit No.  82964,Introduced,Chicago City Council,2023-10-05,7F1DDFCF-3C5D-EE11-BE6E-001DD8306CFC
O2023-0004628,Handicapped Parking Permit No. 130703,Introduced,Chicago City Council,2023-10-05,984FA263-3E5D-EE11-BE6E-001DD8306CFC
O2023-0004630,Handicapped Parking Permit No. 131877,Introduced,Chicago City Council,2023-10-05,BD9A5A52-3F5D-EE11-BE6E-001DD8306FC4
O2023-0004632,Handicapped Parking Permit No. 130950,Introduced,Chicago City Council,2023-10-05,068A6B57-445D-EE11-BE6E-001DD8306FC4
O2023-0004635,Handicapped permit parking at 623 W 48th St,Introduced,Chicago City Council,2023-10-05,14B6EAF1-475D-EE11-BE6E-001DD8306AD0
O2023-0004636,Handicapped permit parking at 3631 S King Dr,Introduced,Chicago City Council,2023-10-05,B2D2D0D3-495D-EE11-BE6E-001DD8306FC4
O2023-0004637,Loading/Standing/Tow Zone(s) at 3734-3744 N Damen Ave and 200-2008 W Bradley Pl - remove,Introduced,Chicago City Council,2023-10-05,A40A33A1-4B5D-EE11-BE6E-001DD8306FC4
O2023-0004638,Handicapped permit parking at 827 E 48th St,Introduced,Chicago City Council,2023-10-05,5119B0A9-4C5D-EE11-BE6E-001DD8306FC4
O2023-0004639,Loading/Standing/Tow Zone(s) at S Central Park Ave from W Madison St to W Adams St - amend,Introduced,Chicago City Council,2023-10-05,1DBA1C11-4E5D-EE11-BE6E-001DD8306FC4
O2023-0004645,Handicapped permit parking at 4446 S Hermitage Ave,Introduced,Chicago City Council,2023-10-05,95AB20E0-525D-EE11-BE6E-001DD8306AD0
O2023-0004647,Handicapped permit parking at 6013 S Richmond St,Introduced,Chicago City Council,2023-10-05,E882906B-555D-EE11-BE6E-001DD8306AD0
O2023-0004650,Loading/Standing/Tow Zone(s) at 3908-3910 N Lincoln Ave,Introduced,Chicago City Council,2023-10-05,84D81CBC-605D-EE11-BE6E-001DD8306AD0
O2023-0004653,Speed limitation at W Argyle St from north branch of Chicago River to N Rockwell St - 20 mph,Introduced,Chicago City Council,2023-10-05,E5E6874B-635D-EE11-BE6E-001DD8306AD0
O2023-0004657,Traffic direction at W Argyle St from N Francisco Ave to N Rockwell St - One-Way westerly - amend,Introduced,Chicago City Council,2023-10-05,2A866310-655D-EE11-BE6E-001DD8306AD0
O2023-0004658,Traffic direction at N Rockwell St from W Lawrence Ave to W Argyle St - One-Way northerly - amend,Introduced,Chicago City Council,2023-10-05,14C659E8-665D-EE11-BE6E-001DD8306AD0
O2023-0004661,Speed limitation at N Rockwell St from W Lawrence Ave to W Argyle St - 20 mph,Introduced,Chicago City Council,2023-10-05,A325FA54-6C5D-EE11-BE6E-001DD8306AD0
O2023-0004664,Speed limitation at  W Carmen Ave from N Clark St to N Broadway - 20 mph,Introduced,Chicago City Council,2023-10-05,55F5490C-715D-EE11-BE6E-001DD8306AD0
O2023-0004666,Speed limitation at W Grace St from N Damen Ave to N Lincoln Ave - 20 mph,Introduced,Chicago City Council,2023-10-05,14AE0A48-735D-EE11-BE6E-001DD8306AD0
O2023-0004667,Speed limitation at N Ravenswood Ave from W Roscoe St to W School St - 20 mph,Introduced,Chicago City Council,2023-10-05,B83D47CD-735D-EE11-BE6E-001DD8306AD0
O2023-0004668,Speed limitation at W Roscoe St from N Wolcott Ave to N Ashland Ave - 20 mph,Introduced,Chicago City Council,2023-10-05,797D0C4E-755D-EE11-BE6E-001DD8306758
O2023-0004669,Speed limitation at W School St from N Ravenswood Ave to N Lincoln Ave - 20 mph,Introduced,Chicago City Council,2023-10-05,C783D96C-765D-EE11-BE6E-001DD8306758
O2023-0004798,Zoning Reclassification Map No. 3-L at 1418 N Luna Ave - App No. 22277,Passed,Chicago City Council,2023-12-18,8D6BAE57-E45E-EE11-BE6E-001DD8306AD0
O2023-0004827,Zoning Reclassification Map No. 20-B at 8301-8303 S South Shore Dr - App No. 22281,Passed,Chicago City Council,2023-12-18,3ABA8CE8-065F-EE11-BE6E-001DD8306308
O2023-0004940,"Extension of intergovernmental lease agreement with The Board of Trustees of University of Illinois for general medical services and preventative care space at Lower West Side Neighborhood Clinic, 1713 S Ashland Ave",Recommended to Pass,Committee on Housing and Real Estate,2023-11-01,22C1D7D8-3D62-EE11-BE6E-001DD80520D0
O2023-0004941,"Extension of intergovernmental lease agreement with The Board of Trustees of University of Illinois for general medical and administrative space at Uptown Neighborhood Health Clinic, 845 W Wilson Ave",Recommended to Pass,Committee on Housing and Real Estate,2023-11-01,884E2AFA-3F62-EE11-BE6E-001DD80520D0
O2023-0004944,"Amended tax increment financing (TIF) redevelopment agreement with Celadon Construction Corporation NFP and other entities by excluding property at 1635-1643 W 47th St, modifying construction project scope, retaining property at 4700 S Ashland Ave and 4707 S Marshfield Ave",Signed by Mayor,Chicago City Council,2023-11-06,4B7839FF-4662-EE11-BE6E-001DD80523DD
O2023-0005045,"Sale of vacant as-is City-owned property at 4301, 4309, and 4329 W Madison St to Garfield Park Wellness Support Corporation as part of collaborative development of Sankofa Wellness Center joining other private parcels",Recommended to Pass,Committee on Housing and Real Estate,2023-11-01,808378E3-0E63-EE11-BE6E-001DD80523DD
O2023-0005101,Negotiated sale with redevelopment agreement of vacant fire station to The Black Fire Brigade Org. for development as instruction center for emergency medical services and firefighting curriculum for Chicago youth,Recommended to Pass,Committee on Housing and Real Estate,2023-11-01,EBAC4D91-C063-EE11-BE6E-001DD805248F
O2023-0005102,Intergovernmental agreement with Chicago Park District to transfer former Robert Jackson Park property at 4319 S Indiana Ave to City in exchange for replacement land to expand existing parks or for public purpose use,Recommended to Pass,Committee on Housing and Real Estate,2023-11-01,9E668154-C363-EE11-BE6E-001DD805248F
O2023-0005105,Transfer of funds within Committee on Ethics and Government Oversight for Year 2023,Recommended to Pass,Committee on Budget and Government Operations,2023-11-07,D017F8D8-5E64-EE11-BE6E-001DD805248F
O2023-0005120,Transfer of funds within Committee on Committees and Rules for year 2023,Recommended to Pass,Committee on Budget and Government Operations,2023-11-07,6D249946-7967-EE11-8DEF-001DD80977D6
O2023-0005133,Exemption from physical barrier requirement for commercial driveway alley access for Gerber Collision,Passed,Chicago City Council,2023-11-28,F3B880AD-AF67-EE11-8DEF-001DD80971B2
O2023-0005186,"Time fixed for next City Council Meeting October 16, 2023, at 9:45 A.M., Council Chamber",Passed,Chicago City Council,2023-10-12,EDA4DB4F-6D68-EE11-9AE6-001DD80977D6
O2023-0005300,"Time fixed for next City Council Meeting November 1, 2023, at 10:00 A.M., Council Chamber",Passed,Chicago City Council,2023-10-18,F8205599-3C6C-EE11-8DEF-001DD804E693
O2023-0005301,Zoning Reclassification Map No. 16-N at 6702-6760 W 65th St - App No. A-8836,Recommended to Pass,"Committee on Zoning, Landmarks and Building Standards",2023-10-10,B4DE80CD-466C-EE11-8DEF-001DD804E2C5
O2023-0005309,No Parking Tow Zone at E 74th St (east side) from 30 ft. north of E Balbo Dr to 20 ft. north,Referred,Chicago City Council,2023-10-05,9A804FD3-636C-EE11-8DEF-001DD804E2C5
O2023-0005310,No Parking Standing Zone at 4747-4749 N Sawyer Ave,Referred,Chicago City Council,2023-10-05,A90072D1-646C-EE11-8DEF-001DD804E2C5
O2023-0005312,Buffer zone(s) for residential permit parking at 1142-1347 S Michigan Ave - Zone 1675 - amend,Referred,Chicago City Council,2023-10-05,AB328DEE-656C-EE11-8DEF-001DD804E2C5
O2023-0005323,Parking restricted at 4602-4654 N St. Louis Ave and 4609-4633 N Kimball Ave - except school personnel,Substituted-Aggregated,Committee on Pedestrian and Traffic Safety,2023-11-15,8EDFC3DA-306D-EE11-8DEF-001DD804E693
O2023-0005332,Zoning Reclassification Map No. 26-E at 319 E 103rd St - App No. A8833,Passed,Chicago City Council,2023-12-15,512B9018-346D-EE11-8DEF-001DD83043F7
O2023-0005351,Residential Permit Parking at 945-979 W 37th Pl - Zone 536 - amend,Referred,Chicago City Council,2023-10-05,39906C54-B56D-EE11-8DEF-001DD804E693
O2023-0005352,Residential permit parking at 2543 S Hillock Ave - Zone 157 - amend,Referred,Chicago City Council,2023-10-05,3433A61B-B66D-EE11-8DEF-001DD804E693
O2023-0005354,Residential permit parking at 1401-1599 W Congress Pkwy - south side,Referred,Chicago City Council,2023-10-05,BEDDBD58-B76D-EE11-8DEF-001DD804E693
O2023-0005356,Repeal residential permit parking at 5100-5199 N Neva Ave - Zone 59 - both sides,Referred,Chicago City Council,2023-10-05,E9F9EB4D-B96D-EE11-8DEF-001DD804E693
O2023-0005391,Handicapped Parking Permit No. 130332,Referred,Chicago City Council,2023-10-05,DA22C4F6-C66D-EE11-8DEF-001DD804ECCD
O2023-0005391,Handicapped Parking Permit No. 130332,Introduced,Chicago City Council,2023-10-05,DA22C4F6-C66D-EE11-8DEF-001DD804ECCD
O2023-0005492,Exemption from physical barrier requirement for commercial driveway alley access for Taco Pros,Referred,Chicago City Council,2023-12-15,B232D277-F86D-EE11-8DEF-001DD804ECCD
O2023-0005576,Transfer of funds within Committee on Public Safety for Year 2023,Recommended to Pass,Committee on Budget and Government Operations,2023-12-14,68847E3F-2574-EE11-8DEE-001DD8051B63
O2023-0005579,"Amendment No. 3 to Imani Senior Village Phase 1 LLC Redevelopment at 9621 S Cottage Grove Ave, replacing Exhibit A, previously amended, now modifying Housing and Urban Development (HUD) loan term and interest rate",Introduced,Chicago City Council,2023-10-31,4CF1E67D-2674-EE11-8DEE-001DD8051B63
O2023-0005605,Handicapped Parking Permit No. 132651,Substituted-Aggregated,Committee on Pedestrian and Traffic Safety,2023-11-15,BA7C19C2-4774-EE11-8DEE-001DD80513F3
O2023-0005656,Parking meters at  W North Ave from N Western Ave to N Leavitt St,Introduced,Chicago City Council,2023-11-13,F5CED165-3E77-EE11-9AE5-001DD804D22B
O2023-0005657,Speed limitation at N Rockwell St from W Fullerton Ave to W Logan Blvd - 20 mph,Introduced,Chicago City Council,2023-11-13,602B756A-3F77-EE11-9AE5-001DD804D430
O2023-0005658,Speed limitation at N Noble St from W Erie St to W Hubbard St - 20 mph,Introduced,Chicago City Council,2023-11-13,8DC605DF-4077-EE11-9AE5-001DD804D430
O2023-0005659,Speed limitation at W Augusta Blvd from N Oakley Blvd to N Noble St - 20 mph,Introduced,Chicago City Council,2023-11-13,89655B8F-4177-EE11-9AE5-001DD804D430
O2023-0005660,Speed limitation at N Leavitt St from W Addison St to W Ainslie St - 20 mph - amend,Introduced,Chicago City Council,2023-11-13,B0F088AD-4277-EE11-9AE5-001DD804D430
O2023-0005661,"Residential permit parking at N Mobile Ave, 2900 block - Zone No. 162 - amend",Introduced,Chicago City Council,2023-11-13,D3F30E54-4377-EE11-9AE5-001DD804D430
O2023-0005662,Handicapped permit parking at 931 E 42nd Pl,Introduced,Chicago City Council,2023-11-13,EBD58EFC-4377-EE11-9AE5-001DD804D22B
O2023-0005663,Handicapped permit parking at 3420 S Giles Ave,Introduced,Chicago City Council,2023-11-13,3C148E95-4477-EE11-9AE5-001DD804D22B
O2023-0005665,Zoning Reclassification Map No. 16-K at 4619-4623 W 63rd St - App No. 22293,Passed,Chicago City Council,2023-12-18,E4760ED8-5177-EE11-9AE5-001DD804D430
O2023-0005672,Zoning Reclassification Map No. 1-G at 1235 W Grand Ave - App No. 22294T1,Passed,Chicago City Council,2023-12-18,8632ED4D-5D77-EE11-9AE5-001DD804D430
O2023-0005673,Zoning Reclassification Map No. 3-I at 2739 W Evergreen Ave - App No. 22295,Passed,Chicago City Council,2023-12-18,0A6B870B-6277-EE11-9AE5-001DD804D430
O2023-0005674,Zoning Reclassification Map No. 11-L at 5201 W Cullom Ave - App No. 22296,Passed,Chicago City Council,2023-12-18,1AE0DC70-E977-EE11-9AE5-001DD804D430
O2023-0005680,Zoning Reclassification Map No. 5-F at 1935-1943 N Sedgwick St - App No. 22299,Passed,Chicago City Council,2023-12-18,111407D2-F977-EE11-9AE5-001DD804D430
O2023-0005682,Zoning Reclassification Map No. 5-H at 2339 N Lister Ave - App No. 22300T1,Passed,Chicago City Council,2023-12-18,493D7732-0778-EE11-9AE5-001DD804D430
O2023-0005686,Zoning Reclassification Map No. 1-G at 159-167 N Racine Ave - App No. 22285T1,Passed,Chicago City Council,2023-12-18,B94B1E88-1678-EE11-9AE5-001DD804D430
O2023-0005688,Zoning Reclassification Map No. 7-H at 2515 N Clybourn Ave - App No. 22286T1,Passed,Chicago City Council,2023-12-28,68836AC8-1878-EE11-9AE5-001DD804D430
O2023-0005692,Zoning Reclassification Map No. 4-H at 2156 W 21st St - App No. 22287T1,Passed,Chicago City Council,2023-12-18,91D785A5-1F78-EE11-9AE5-001DD804D22B
O2023-0005694,Zoning Reclassification Map No. 3-M at 1141 N Austin Blvd - App No. 22288,Passed,Chicago City Council,2023-12-18,C5B32AD6-2778-EE11-9AE5-001DD804D22B
O2023-0005695,Zoning Reclassification Map No. 11-H at 4239 N Western Ave - App No. 22289,Passed,Chicago City Council,2023-12-18,82703546-2A78-EE11-9AE5-001DD804D22B
O2023-0005697,Zoning Reclassification Map No. 11-H at 4531 N Western Ave - App No. 22290,Passed,Chicago City Council,2023-12-18,8BB68F18-2C78-EE11-9AE5-001DD804D22B
O2023-0005698,Zoning Reclassification Map No. 9-N at 6845 W Addison St - App No. 22291,Passed,Chicago City Council,2023-12-18,255D2B51-3078-EE11-9AE5-001DD804D22B
O2023-0005700,"Redevelopment agreement with and neighborhood Opportunity fund (NOF) grant to Ellen Alderman and The Rebuild Foundation to repurpose St. Laurence School at 1341-1353 E 72nd St into residences, tool, tech and fab labs, promoting art, music, writing and craftsman disciplines for emerging and established artists",Recommended to Pass,Committee on Budget and Government Operations,2023-12-14,4B870672-5678-EE11-9AE5-001DD804D22B
O2023-0005704,Traffic sign(s)/signal(s) at N Melvina Ave and W Cornelia Ave - All-Way Stop,Introduced,Chicago City Council,2023-11-13,B59DD41B-BA78-EE11-9AE5-001DD804D22B
O2023-0005705,Traffic sign(s)/signal(s) at 1810 W Norwood St - Reserved Disabled Parking,Introduced,Chicago City Council,2023-11-13,8CFCB92D-BB78-EE11-9AE5-001DD804D22B
O2023-0005706,Traffic sign(s)/signal(s) at 1810 W Norwood St,Introduced,Chicago City Council,2023-11-13,2783CC40-BC78-EE11-9AE5-001DD804D22B
O2023-0005708,Handicapped Parking Permit No. DK89093,Introduced,Chicago City Council,2023-11-13,B8A78DFA-BC78-EE11-9AE5-001DD804D22B
O2023-0005710,Loading/Standing/Tow Zone(s) at 3121 N Rockwell St - amend,Introduced,Chicago City Council,2023-11-13,393C0405-BE78-EE11-9AE5-001DD804D22B
O2023-0005713,Loading/Standing/Tow Zone(s) at 3941-3943 N Kostner Ave,Introduced,Chicago City Council,2023-11-13,E2D3D840-BF78-EE11-9AE5-001DD804D22B
O2023-0005739,Transfer of funds within Committee on Economic Capital and Technology Development for Year 2023,Recommended to Pass,Committee on Budget and Government Operations,2023-12-14,A685F35F-D278-EE11-9AE5-001DD804D22B
O2023-0005759,Amendment of Municipal Code of the Chicago Zoning Ordinance  by adding Section 17-13-0303-D Optional Administrative Adjustment and Variation to Applications,Passed,Chicago City Council,2023-12-15,A0DAD945-F578-EE11-9AE5-001DD804D22B
O2023-0005763,Amendment of Municipal Code Section 17-5-0207 regarding standards for rooftop and grade outdoor dining,Passed,Chicago City Council,2023-12-15,724C6BB4-F878-EE11-9AE5-001DD804D22B
O2023-0005789,Residential permit parking at 1100-1143 N Mozart St - Zone 1633 - amend,Amended,Committee on Pedestrian and Traffic Safety,2023-11-07,F0B2643E-1779-EE11-9AE5-001DD804D22B
O2023-0005793,Reauthorization for implementation of Flexible Housing Pool Program with initial grant funding and maximum five year extension of landlord rental subsidy program by Department of Family and Support Services as Administrator,Recommended to Pass,Committee on Housing and Real Estate,2023-12-14,1EC05FED-8979-EE11-9AE5-001DD804D430
O2023-0005794,Handicapped permit parking at 1810 W Norwood St,Introduced,Chicago City Council,2023-11-13,8B675EDF-8A79-EE11-9AE5-001DD804D22B
O2023-0005797,Authorization of Multi-family program funds or secured Sales Tax Securitization Corporation Bonds to Lake View Landing LP for construction of permanent supportive housing on property donated by Lake View Lutheran Church at 835 W Addison St,Recommended to Pass,Committee on Housing and Real Estate,2023-12-13,8685C460-9A79-EE11-9AE5-001DD804D430
O2023-0005837,Corrections and revisions to 2024 Budget Recommendations and text portion of Annual Appropriation Ordinance,Recommended to Pass,Chicago City Council,2023-11-06,0B7845DA-EF7C-EE11-8178-001DD8095BBA
O2023-0005837,Corrections and revisions to 2024 Budget Recommendations and text portion of Annual Appropriation Ordinance,Introduced,Chicago City Council,2023-11-06,0B7845DA-EF7C-EE11-8178-001DD8095BBA
O2023-0005896,Historical landmark designation for 2678 W Washington Blvd,Passed,Chicago City Council,2023-12-15,751E08A1-4482-EE11-8178-001DD83091CA
O2023-0005948,"License and subscription services agreement with ProLink Solutions, Inc. for Department of Housing data management",Recommended to Pass,Committee on Housing and Real Estate,2023-12-14,9BA7B6FA-D283-EE11-8178-001DD830945B
O2023-0005948,"License and subscription services agreement with ProLink Solutions, Inc. for Department of Housing data management",Signed by Mayor,Chicago City Council,2023-12-20,9BA7B6FA-D283-EE11-8178-001DD830945B
O2023-0005949,Transfer of funds within Committee on Workforce and Development for year 2023,Recommended to Pass,Committee on Budget and Government Operations,2023-12-14,724F5F0E-D383-EE11-8178-001DD83091CA
O2023-0005983,Second amendment to intergovernmental agreement with Public Building Commission of Chicago providing for City's Inspector General to serve as Commission's Inspector General,Signed by Mayor,Chicago City Council,2024-01-01,79A6EA4E-F483-EE11-8178-001DD83091CA
O2023-0005984,"Scope of services, budget and management agreement for Special Service Area No. 2, Belmont/Central",Recommended to Pass,Chicago City Council,2023-11-13,629C3205-F683-EE11-8178-001DD83091CA
O2023-0005985,"Scope of services, budget and management agreement for Special Service Area No. 5, Commercial Avenue",Recommended to Pass,Chicago City Council,2023-11-13,7C47024D-F683-EE11-8178-001DD83091CA
O2023-0005986,"Scope of services, budget and management agreement for Special Service Area No. 8, Greater Lakeview East",Recommended to Pass,Chicago City Council,2023-11-13,ABA7E16C-F683-EE11-8178-001DD83091CA
O2023-0005987,"Scope of services, budget and management agreement for Special Service Area No. 17, Central Lakeview",Recommended to Pass,Chicago City Council,2023-11-13,AEE55EB5-F683-EE11-8178-001DD83091CA
O2023-0005988,"Scope of services, budget and management agreement for Special Service Area No. 22, Clark Street-Andersonville",Recommended to Pass,Chicago City Council,2023-11-13,BBCF4AD9-F683-EE11-8178-001DD83091CA
O2023-0005989,"Scope of services, budget and management agreement for Special Service Area No. 28-2014, Six Corners",Recommended to Pass,Chicago City Council,2023-11-13,C97C53FD-F683-EE11-8178-001DD83091CA
O2023-0005990,"Scope of services, budget and management agreement for Special Service Area No. 29-2014, West Town",Recommended to Pass,Chicago City Council,2023-11-13,A4F97F27-F783-EE11-8178-001DD83091CA
O2023-0005991,"Scope of services, budget and management agreement for Special Service Area No. 33, Wicker Park/Bucktown",Recommended to Pass,Chicago City Council,2023-11-13,96AC7F45-F783-EE11-8178-001DD83091CA
O2023-0005992,"Scope of services, budget and management agreement for Special Service Area No. 42, 71st Street-Stony Island",Recommended to Pass,Chicago City Council,2023-11-13,CB5FA564-F783-EE11-8178-001DD83091CA
O2023-0005993,"Scope of services, budget and management agreement for Special Service Area No. 47, Cottage Grove",Recommended to Pass,Chicago City Council,2023-11-13,A98F8F88-F783-EE11-8178-001DD83091CA
O2023-0005994,"Scope of services, budget and management agreement for Special Service Area No. 48, Old Town",Recommended to Pass,Chicago City Council,2023-11-13,3ECC80AC-F783-EE11-8178-001DD83091CA
O2023-0005995,"Scope of services, budget and management agreement for Special Service Area No. 51, Chatham",Recommended to Pass,Chicago City Council,2023-11-13,765F67C4-F783-EE11-8178-001DD83091CA
O2023-0005996,"Scope of services, budget and management agreement for Special Service Area No. 52-2021, 51st Street",Recommended to Pass,Chicago City Council,2023-11-13,B0BC61E2-F783-EE11-8178-001DD83091CA
O2023-0005997,"Scope of services, budget and management agreement for Special Service Area No. 63, West Humboldt Park",Recommended to Pass,Chicago City Council,2023-11-13,7912410E-F883-EE11-8178-001DD83091CA
O2023-0005998,"Scope of services, budget and management agreement for Special Service Area No. 72, Chicago Avenue Cultural Corridor",Recommended to Pass,Chicago City Council,2023-11-13,B5DFCB3E-F883-EE11-8178-001DD83091CA
O2023-0006000,"Scope of services, budget, amended 2023 budget and management agreement for Special Service Area No. 76, Michigan Avenue",Recommended to Pass,Chicago City Council,2023-11-13,6F5DECAB-FA83-EE11-8178-001DD83091CA
O2023-0006001,"Scope of services, budget and management agreement for Special Service Area No. 77, West Garfield Park",Recommended to Pass,Chicago City Council,2023-11-13,4516FAEE-FA83-EE11-8178-001DD83091CA
O2023-0006002,"Scope of services, budget and management agreement for Special Service Area No. 80, Englewood",Recommended to Pass,Chicago City Council,2023-11-13,B892764A-FB83-EE11-8178-001DD83091CA
O2023-0006011,"Honorary street designation as ""Elise Malary Way""",Referred,Chicago City Council,2023-12-15,D85CDA8C-9F84-EE11-8178-001DD8309BBD
O2023-0006012,Zoning Reclassification Map No. 14-M at 5710-5718 S Central Ave - App No. 22301,Passed,Chicago City Council,2023-12-15,6CCE5AEA-9F84-EE11-8178-001DD83091CA
O2023-0006013,Zoning Reclassification Map No. 3-L at 5034-5048 W Chicago Ave - App No. 22302T1,Passed,Chicago City Council,2023-12-15,733A5A54-A484-EE11-8178-001DD83091CA
O2023-0006042,Exemption from physical barrier requirement for commercial driveway alley access for Blueprint Broadcasting,Referred,Chicago City Council,2023-12-15,E53C0FFC-6385-EE11-8178-001DD8309BBD
O2023-0006053,"Honorary street designation as ""Alderman Robert and Eugenie Brandt Way""",Referred,Chicago City Council,2023-12-15,B307772E-B788-EE11-8178-001DD806E921
O2023-0006055,"Honorary street designation as ""Miguel 'Nene' Padilla, Jr.""",Referred,Chicago City Council,2023-12-15,E9DABB55-B888-EE11-8178-001DD806E921
O2023-0006067,Exemption from physical barrier requirement for commercial driveway alley access for Volo Holdings LLC,Referred,Chicago City Council,2023-12-15,98650F38-748D-EE11-8178-001DD806EF77
O2023-0006068,Exemption from physical barrier requirement for commercial driveway alley access for Arturo's Mexican Food,Referred,Chicago City Council,2023-12-15,B5CE5D80-098E-EE11-8178-001DD806E921
O2023-0006127,Amendment of Municipal Code Section 4-60-022 (48.25) to disallow additional alcoholic liquor licenses on portion(s) of N Clark St,Referred,Chicago City Council,2023-12-15,48C1B72F-8490-EE11-8178-001DD806EEE4
O2023-0006140,Exemption from physical barrier requirement for commercial driveway alley access for Tapia's Auto Repair,Referred,Chicago City Council,2023-12-15,F9E8EFF9-9493-EE11-8178-001DD83079AC
O2023-0006144,Amendment of Municipal Code Section 4-60-023 (49.41) to disallow additional package goods licenses on portion(s) of W Lunt Ave,Referred,Chicago City Council,2023-12-15,5C335B5F-A493-EE11-8178-001DD83079AC
O2023-0006167,Zoning Reclassification Map No. 7-J at 3652-3658 W Wrightwood Ave - App No. 22303T1,Referred,Chicago City Council,2023-12-06,ED3D4307-6A94-EE11-8178-001DD8307369
O2023-0006171,Zoning Reclassification Map No. 4-H at 2149-2159 S Paulina St/1658 W Cermak Rd - App No. 22304,Referred,Chicago City Council,2023-12-06,99226116-7094-EE11-8178-001DD8307369
O2023-0006173,Zoning Reclassification Map No. 10-F at 4161-4193 S Halsted St - App No. 22305,Referred,Chicago City Council,2023-12-06,4E676D6A-7994-EE11-8178-001DD8307369
O2023-0006180,Zoning Reclassification Map No. 7-J at 3120 N Kedzie Ave - App No. 22306T1,Referred,Chicago City Council,2023-12-06,59B15880-7E94-EE11-8178-001DD8307369
O2023-0006255,Exemption from physical barrier requirement for commercial driveway alley access for The Community Builders,Referred,Chicago City Council,2023-12-15,FAE48D89-1B96-EE11-8178-001DD8307226
O2023-0006256,Exemption from physical barrier requirement for commercial driveway alley access for Premium Velocity Auto LLC dba Jiffy Lube,Referred,Chicago City Council,2023-12-15,203EC6EA-1B96-EE11-8178-001DD8307226
O2023-0006298,Establishment of Gun Violence Reduction and regulations of firearms,Referred,Chicago City Council,2023-12-11,15A250D7-2E98-EE11-BE36-001DD83057A3
O2023-0006333,"Approval of arbitration option in certain police disciplinary cases as set forth in October 19, 2023 Interest Arbitration Award",Failed to Pass,Chicago City Council,2023-12-06,BA4AF2F6-3B98-EE11-BE36-001DD83057A3
O2023-0006383,Zoning Reclassification Map No. 2-L at 4910 W Harrison St - App No. 22307,Referred,Chicago City Council,2023-12-12,78FC4910-0999-EE11-BE36-001DD83057A3
O2023-0006391,Zoning Reclassification Map No. 3-K at 4753 W North Ave - App No. 22308T1,Referred,Chicago City Council,2023-12-12,B3708ABC-0F99-EE11-BE36-001DD8305C66
O2023-0006397,Zoning Reclassification Map No. 3-F at 1035-1049 N Orleans St and 325-333 W Hill St - App No. 22309T1,Referred,Chicago City Council,2023-12-12,E56FA6C2-1E99-EE11-BE36-001DD8305C66
O2023-0006401,Zoning Reclassification Map No. 4-H at 2015-2025 S Leavitt St/2158 W 21st St - App No. 22310T1,Referred,Chicago City Council,2023-12-12,17B46F1D-2499-EE11-BE36-001DD8305C66
O2023-0006404,Zoning Reclassification Map No. 1-G at 723 N Willard Ct - App No. 22311T1,Referred,Chicago City Council,2023-12-12,EE936C1E-2799-EE11-BE36-001DD83057A3
O2023-0006419,"Establishment of project labor agreement processes between City and contractors who perform demolition, remediation, construction or other site work on City property",Referred,Chicago City Council,2023-12-15,E107E8DE-CA99-EE11-BE36-001DD8305C66
O2023-0006423,Amendment of Municipal Code Section 4-6-230 to disallow booting operations in 47th Ward,Referred,Chicago City Council,2023-12-15,B5820E42-DC99-EE11-BE36-001DD83057A3
O2023-0006424,Amendment of Municipal Code Chapter 2-84 by adding new Section 2-84-050 establishing comprehensive staffing analysis for Department of Police,Referred,Chicago City Council,2023-12-15,1797C4A4-DC99-EE11-BE36-001DD83057A3
O2023-0006425,Amendment of Municipal Code Section 4-60-022(40.16(a)) to allow additional alcoholic liquor licenses on portion(s) of N Damen Ave,Referred,Chicago City Council,2023-12-15,8B7EAB19-DD99-EE11-BE36-001DD83057A3
O2023-0006438,Exemption from physical barrier requirement for commercial driveway alley access for JC Autos,Referred,Chicago City Council,2023-12-15,4A80694D-E199-EE11-BE36-001DD83057A3
O2023-0006439,"Exemption from physical barrier requirement for commercial driveway alley access for ONE Collision Auto & Glass, Inc",Referred,Chicago City Council,2023-12-15,F3A193AA-E199-EE11-BE36-001DD83057A3
O2023-0006444,"Honorary street designation as ""Rose Fay Thomas Way""",Referred,Chicago City Council,2023-12-15,0F765589-E599-EE11-BE36-001DD83057A3
O2023-0006445,Amendment of Municipal Code Chapter 2-36 by adding new Section 2-36-762 establishing policy and procedures for bereavement leave following death of uniformed service member,Referred,Chicago City Council,2023-12-15,76EABE36-E699-EE11-BE36-001DD83057A3
O2023-0006447,Approval of plat of Nine on Central Resubdivision,Referred,Chicago City Council,2023-12-15,15F474E1-F099-EE11-BE36-001DD83057A3
