identifier,title,introduction_date,earliest_action_date,matter_id,problem
O2023-0005446,Handicapped Parking Permit No. 128660,2023-10-05,2023-05-24,D7256CD9-E16D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005447,Handicapped Parking Permit No. 130805,2023-10-05,2023-05-24,02B35E4D-E26D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005448,Handicapped Parking Permit No. 130596,2023-10-05,2023-05-24,D8A07EA3-E26D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005449,Handicapped Parking Permit No. 130835,2023-10-05,2023-05-24,ADB3D7F2-E26D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005450,Handicapped Parking Permit No. 130266,2023-10-05,2023-04-19,C01B4D5B-E36D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005451,Handicapped Parking Permit No. 129459,2023-10-05,2023-04-19,3EB2F0AF-E36D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005452,Handicapped Parking Permit No. 127389,2023-10-05,2023-04-19,97AD9E10-E46D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005453,Handicapped Parking Permit No. 129351,2023-10-05,2023-04-19,6265F470-E46D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005454,Handicapped Parking Permit No. 130289,2023-10-05,2023-04-19,F0067ECD-E46D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005455,Handicapped Parking Permit No. 130292,2023-10-05,2023-04-19,4859AC6A-E56D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005456,Handicapped Parking Permit No. 130574,2023-10-05,2023-04-19,7CE383DC-E56D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005457,Handicapped Parking Permit No. 128892,2023-10-05,2023-04-19,4C1F3831-E66D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005458,Handicapped Parking Permit No. 130139,2023-10-05,2023-04-19,3DC6D488-E66D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005459,Handicapped Parking Permit No. 127771,2023-10-05,2023-04-19,9FA46CEB-E66D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005460,Handicapped Parking Permit No. 129713,2023-10-05,2023-04-19,587D0B4E-E76D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005461,Handicapped Parking Permit No. 130187,2023-10-05,2023-05-24,0951A2B6-E76D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005462,Handicapped Parking Permit No. 130803,2023-10-05,2023-05-24,066F238D-E86D-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005463,Handicapped Parking Permit No. 128256,2023-10-05,2023-05-24,8E8467ED-E86D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005464,Handicapped Parking Permit No. 130462,2023-10-05,2023-05-24,5041BF4F-E96D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005465,Handicapped Parking Permit No. 130383,2023-10-05,2023-05-24,AC7F08E9-E96D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005466,Handicapped Parking Permit No. 130574,2023-10-05,2023-05-24,E2CC3B44-EA6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005468,Handicapped Parking Permit No. 130564,2023-10-05,2023-05-24,7158EA94-EA6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005469,Handicapped Parking Permit No. 130292,2023-10-05,2023-05-24,115142DF-EA6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005470,Handicapped Parking Permit No.130289,2023-10-05,2023-05-24,5D751230-EB6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005472,Handicapped Parking Permit No. 129371,2023-10-05,2023-05-24,1031F590-EC6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005473,Handicapped Parking Permit No.  128938,2023-10-05,2023-05-24,B4DE2719-ED6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005474,Handicapped Parking Permit No. 128537,2023-10-05,2023-05-24,B2832A76-ED6D-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005476,Handicapped Parking Permit No. 128159,2023-10-05,2023-05-24,EFC18AD2-ED6D-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005477,Handicapped Parking Permit No. 129598,2023-10-05,2023-05-24,181FD222-EE6D-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005479,Handicapped Parking Permit No. 130600,2023-10-05,2023-05-24,9F89A07E-EE6D-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005480,Handicapped Parking Permit No. 131056,2023-10-05,2023-05-24,1EE06038-EF6D-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005481,Handicapped Parking Permit No. 130837,2023-10-05,2023-05-24,4B6B9489-EF6D-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005482,Handicapped Parking Permit No. 130851,2023-10-05,2023-05-24,49C247ED-EF6D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005483,Handicapped Parking Permit No. 130599,2023-10-05,2023-05-24,FAA5FE67-F06D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005484,Handicapped Parking Permit No. 129424,2023-10-05,2023-05-24,7B3E9FC0-F06D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005485,Handicapped Parking Permit No. 130894,2023-10-05,2023-04-19,6C10A558-F16D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005486,Handicapped Parking Permit No. 131456,2023-10-05,2023-04-19,D62409C6-F16D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005487,Handicapped Parking Permit No. 128878,2023-10-05,2023-04-19,48670635-F26D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005488,Handicapped Parking Permit No. 130523,2023-10-05,2023-05-24,906E5C91-F26D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005489,Handicapped Parking Permit No. 130214,2023-10-05,2023-05-24,C7DC9D4B-F36D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005490,Handicapped Parking Permit No. 130271,2023-10-05,2023-05-24,8385DE4E-F46D-EE11-8DEF-001DD804ECCD,introduction after other action
O2023-0005493,Handicapped Parking Permit No. 130707,2023-10-05,2023-05-24,AF26A42A-8D6E-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005494,Handicapped Parking Permit No. 123121,2023-10-05,2023-05-24,10A53A68-8E6E-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005495,Handicapped Parking Permit No. 129650,2023-10-05,2023-05-24,7D98F0E3-8E6E-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005496,Handicapped Parking Permit No. 130559,2023-10-05,2023-05-24,86CF4E58-8F6E-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005497,Handicapped Parking Permit No. 128451,2023-10-05,2023-05-24,CCBED1C1-8F6E-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005498,Handicapped Parking Permit No. 128097,2023-10-05,2023-05-24,A5AC6841-936E-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005499,Handicapped Parking Permit No. 131348,2023-10-05,2023-05-24,FC400DC3-936E-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005500,Handicapped Parking Permit No. 131171,2023-10-05,2023-05-24,94193A30-946E-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005501,Handicapped Parking Permit No. 131012,2023-10-05,2023-05-24,BC791D79-946E-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005502,Handicapped Parking Permit No. 104620,2023-10-05,2023-05-24,852C45DB-946E-EE11-8DEF-001DD804E693,introduction after other action
O2023-0005503,Handicapped Parking Permit No. 131786,2023-10-05,2023-04-19,10F5D24B-956E-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005504,Handicapped Parking Permit No. 127375,2023-10-05,2023-05-24,B3FDB6BC-956E-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005505,Handicapped Parking Permit No. 130716,2023-10-05,2023-05-24,AB8AB00B-966E-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005506,Handicapped Parking Permit No. 131068,2023-10-05,2023-05-24,5C03CB5C-966E-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005507,Handicapped Parking Permit No. 130986,2023-10-05,2023-05-24,F5E5DAB0-966E-EE11-8DEF-001DD804EA26,introduction after other action
O2023-0005984,"Scope of services, budget and management agreement for Special Service Area No. 2, Belmont/Central",2023-11-15,2023-11-13,629C3205-F683-EE11-8178-001DD83091CA,introduction after other action
O2023-0005985,"Scope of services, budget and management agreement for Special Service Area No. 5, Commercial Avenue",2023-11-15,2023-11-13,7C47024D-F683-EE11-8178-001DD83091CA,introduction after other action
O2023-0005986,"Scope of services, budget and management agreement for Special Service Area No. 8, Greater Lakeview East",2023-11-15,2023-11-13,ABA7E16C-F683-EE11-8178-001DD83091CA,introduction after other action
O2023-0005987,"Scope of services, budget and management agreement for Special Service Area No. 17, Central Lakeview",2023-11-15,2023-11-13,AEE55EB5-F683-EE11-8178-001DD83091CA,introduction after other action
O2023-0005988,"Scope of services, budget and management agreement for Special Service Area No. 22, Clark Street-Andersonville",2023-11-15,2023-11-13,BBCF4AD9-F683-EE11-8178-001DD83091CA,introduction after other action
O2023-0005989,"Scope of services, budget and management agreement for Special Service Area No. 28-2014, Six Corners",2023-11-15,2023-11-13,C97C53FD-F683-EE11-8178-001DD83091CA,introduction after other action
O2023-0005990,"Scope of services, budget and management agreement for Special Service Area No. 29-2014, West Town",2023-11-15,2023-11-13,A4F97F27-F783-EE11-8178-001DD83091CA,introduction after other action
O2023-0005991,"Scope of services, budget and management agreement for Special Service Area No. 33, Wicker Park/Bucktown",2023-11-15,2023-11-13,96AC7F45-F783-EE11-8178-001DD83091CA,introduction after other action
O2023-0005992,"Scope of services, budget and management agreement for Special Service Area No. 42, 71st Street-Stony Island",2023-11-15,2023-11-13,CB5FA564-F783-EE11-8178-001DD83091CA,introduction after other action
O2023-0005993,"Scope of services, budget and management agreement for Special Service Area No. 47, Cottage Grove",2023-11-15,2023-11-13,A98F8F88-F783-EE11-8178-001DD83091CA,introduction after other action
O2023-0005994,"Scope of services, budget and management agreement for Special Service Area No. 48, Old Town",2023-11-15,2023-11-13,3ECC80AC-F783-EE11-8178-001DD83091CA,introduction after other action
O2023-0005995,"Scope of services, budget and management agreement for Special Service Area No. 51, Chatham",2023-11-15,2023-11-13,765F67C4-F783-EE11-8178-001DD83091CA,introduction after other action
O2023-0005996,"Scope of services, budget and management agreement for Special Service Area No. 52-2021, 51st Street",2023-11-15,2023-11-13,B0BC61E2-F783-EE11-8178-001DD83091CA,introduction after other action
O2023-0005997,"Scope of services, budget and management agreement for Special Service Area No. 63, West Humboldt Park",2023-11-15,2023-11-13,7912410E-F883-EE11-8178-001DD83091CA,introduction after other action
O2023-0005998,"Scope of services, budget and management agreement for Special Service Area No. 72, Chicago Avenue Cultural Corridor",2023-11-15,2023-11-13,B5DFCB3E-F883-EE11-8178-001DD83091CA,introduction after other action
O2023-0006000,"Scope of services, budget, amended 2023 budget and management agreement for Special Service Area No. 76, Michigan Avenue",2023-11-15,2023-11-13,6F5DECAB-FA83-EE11-8178-001DD83091CA,introduction after other action
O2023-0006001,"Scope of services, budget and management agreement for Special Service Area No. 77, West Garfield Park",2023-11-15,2023-11-13,4516FAEE-FA83-EE11-8178-001DD83091CA,introduction after other action
O2023-0006002,"Scope of services, budget and management agreement for Special Service Area No. 80, Englewood",2023-11-15,2023-11-13,B892764A-FB83-EE11-8178-001DD83091CA,introduction after other action
O2023-0006037,"Extension of term, amendment of 2023 budget, 2023 tax levy, 2024 budget and related Service Provider Agreement for Special Service Area No. 18, North Halsted Street",2023-11-15,2023-11-13,BA66546C-5A85-EE11-8178-001DD830945B,introduction after other action
O2023-0006038,"Enlargement of and 2023 tax levy, 2024 budget and Service Provider Agreement for Special Service Area No. 44, 103rd Street-Beverly",2023-11-15,2023-11-13,3124650D-5C85-EE11-8178-001DD830945B,introduction after other action
O2023-0006040,"Establishment of, and 2023 tax levy and 2024 budget for Special Service Area No. 61-2023, Hyde Park",2023-11-15,2023-11-13,4D38C783-5E85-EE11-8178-001DD830945B,introduction after other action
O2023-0006041,"Extension of term, 2023 tax levy, 2024 budget and Service Provider Agreement for Special Service Area No. 69, 95th/Ashland",2023-11-15,2023-11-13,B7D36752-5F85-EE11-8178-001DD830945B,introduction after other action
Or2023-0001224,Payment of various small claims,2023-06-21,2023-06-14,0C7995DC-4310-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0001331,"Settlement agreement regarding case of Lana Triplett v. Adam Corona and City of Chicago, 2019 L 7771 (Cir. Ct. of Cook County, Law Division)",2023-06-21,2023-06-14,5E49BAE3-7B10-EE11-8F6C-001DD806D2E1,introduction after other action
Or2023-0001335,"Settlement agreement regarding case of Joshua Habasek-Bonelli v. City of Chicago, No. 22 cv 3668",2023-06-21,2023-06-14,48E06C8B-7C10-EE11-8F6C-001DD806D2E1,introduction after other action
Or2023-0001338,"Settlement agreement regarding case of Angela Williams, Independent Administrator of the Estate of Sharell Brown, Deceased v. City of Chicago, Officer Robert Rhodes, and Officer Joseph Lisciandrello, No. 21 L 11688",2023-06-21,2023-06-14,C0230E17-7D10-EE11-8F6C-001DD806D2E1,introduction after other action
Or2023-0001343,"Settlement agreement regarding case of Arthur Brown v. City of Chicago, No. 18-cv-7064 (N.D. Ill.)",2023-06-21,2023-06-14,FA485C80-7D10-EE11-8F6C-001DD806D2E1,introduction after other action
Or2023-0001992,Issuance of permits for sign(s)/signboard(s) at 633 W North Ave - Permit No. 101018182,2023-06-21,2023-06-20,028572EE-4411-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0001995,Issuance of permits for sign(s)/signboard(s) at 1319 S State St - Permit No. 101013235,2023-06-21,2023-05-24,12456DC7-4511-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0001999,Issuance of permits for sign(s)/signboard(s) at 2808 S Michigan Ave - Permit No. 101015553,2023-06-21,2023-05-24,86491E8B-4611-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002000,Issuance of permits for sign(s)/signboard(s) at 1550 W Carroll St - Permit No. 101012900,2023-06-21,2023-05-24,220B35E9-4611-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002001,Issuance of permits for sign(s)/signboard(s) at 939 E 95th St - Permit No. 101014566,2023-06-21,2023-06-20,AA198116-4711-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002002,Issuance of permit(s) for sign(s)/signboard(s) at 3940 E 106th St - Permit No. 101016718,2023-06-21,2023-05-31,E3C49E81-4711-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002004,Issuance of permits for sign(s)/signboard(s) at 1242 W Washington Blvd - Permit No. 101011420,2023-06-21,2023-05-31,A51EBBD0-4711-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002005,Issuance of permits for sign(s)/signboard(s) at 944 W 38th Pl - Permit No. 101013080,2023-06-21,2023-05-24,69FB31E7-4711-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002006,Issuance of permits for sign(s)/signboard(s) at 3659 S Ashland Ave - Permit No. 101011962,2023-06-21,2023-05-24,2BC1615D-4811-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002007,Issuance of permits for sign(s)/signboard(s) at 1242 W Washington Blvd - Permit No. 101011419,2023-06-21,2023-05-31,320DAD80-4811-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002008,Issuance of permits for sign(s)/signboard(s) at 1500 N Clybourn Ave - Permit No. 100999528,2023-06-21,2023-05-24,AA5132DE-4811-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002009,Issuance of permits for sign(s)/signboard(s) at 1242 W Washington Blvd - Permit No. 101011417,2023-06-21,2023-05-31,CE1B84FF-4811-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002011,Issuance of permits for sign(s)/signboard(s) at 1500 N Clybourn Ave - Permit No. 100999531,2023-06-21,2023-05-24,EA310472-4911-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002012,Issuance of permits for sign(s)/signboard(s) at 1242 W Washington Blvd - Permit No. 101011412,2023-06-21,2023-05-31,7A361A7A-4911-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002013,Issuance of permits for sign(s)/signboard(s) at 1500 N Clybourn Ave - Permit No. 100999530,2023-06-21,2023-05-24,FD499EE0-4911-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002014,Issuance of permits for sign(s)/signboard(s) at 1242 W Washington Blvd - Permit No. 101011411,2023-06-21,2023-05-31,AB0833E9-4911-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002016,Issuance of permits for sign(s)/signboard(s) at 1129 N Wells St - Permit No. 101010394,2023-06-21,2023-05-24,6A5A1651-4A11-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002017,Issuance of permits for sign(s)/signboard(s) at 516 S Loomis St - Permit No. 101006921,2023-06-21,2023-06-20,C5CDEC5D-4A11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002018,Issuance of permits for sign(s)/signboard(s) at 320 N Damen Ave - Permit No. 101016400,2023-06-21,2023-05-24,150472B0-4A11-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002019,Issuance of permits for sign(s)/signboard(s) at 516 S Loomis St - Permit No. 101006922,2023-06-21,2023-06-20,62FB4DCE-4A11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002020,Issuance of permits for sign(s)/signboard(s) at 320 N Damen Ave - Permit No. 101015580,2023-06-21,2023-05-24,11916320-4B11-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002021,Issuance of permits for sign(s)/signboard(s) at 1720 N Damen Ave - Permit No. 101011912,2023-06-21,2023-05-24,748F1D42-4B11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002023,Issuance of permits for sign(s)/signboard(s) at 320 N Damen Ave - Permit No. 101015569,2023-06-21,2023-05-24,5A8A09A0-4B11-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002024,Issuance of permits for sign(s)/signboard(s) at 1720 N Damen Ave - Permit No. 101011911,2023-06-21,2023-05-24,D7ED4BB8-4B11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002025,Issuance of permits for sign(s)/signboard(s) at 600 W Chicago Ave - east elevation,2023-06-21,2023-05-24,C22F3406-4C11-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002026,Issuance of permits for sign(s)/signboard(s) at 333 S Halsted St - Permit No. 101014678,2023-06-21,2023-05-24,C3799C32-4C11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002028,Issuance of permits for sign(s)/signboard(s) at 600 W Chicago Ave - west elevation,2023-06-21,2023-05-24,A1852172-4C11-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002029,Issuance of permits for sign(s)/signboard(s) at 947 W Van Buren St. - Permit No. 101014916,2023-06-21,2023-05-24,BD9C5B96-4C11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002031,Issuance of permits for sign(s)/signboard(s) at 1730 W Fullerton Ave - Permit No. 101012401,2023-06-21,2023-05-24,109568EF-4C11-EE11-8F6C-001DD806D3F2,introduction after other action
Or2023-0002032,Issuance of permits for sign(s)/signboard(s) at 947 W Van Buren St - Permit No. 101014918,2023-06-21,2023-05-24,20BC3F00-4D11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002034,Issuance of permits for sign(s)/signboard(s) at 5414 N Clark St - Permit No. 101017669,2023-06-21,2023-06-20,5F67856E-4D11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002035,Issuance of permits for sign(s)/signboard(s) at 838 Patton Dr - Permit No. 101015881,2023-06-21,2023-05-24,721C14E9-4D11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002037,Issuance of permits for sign(s)/signboard(s) at 838 Patton Dr - Permit No. 101015879,2023-06-21,2023-05-24,1FBC0F67-4E11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002038,Issuance of permits for sign(s)/signboard(s) at 656 W Randolph St - Permit No. 100986071,2023-06-21,2023-05-24,A6E0AFD7-4E11-EE11-8F6C-001DD806D641,introduction after other action
Or2023-0002202,Issuance of permits for sign(s)/signboard(s) at 1745 W Fullerton Ave - east/northeast elevation,2023-07-19,2021-09-14,F1F708BD-E515-EE11-8F6D-001DD806F9D9,introduction after other action
Or2023-0002207,Issuance of permits for sign(s)/signboard(s) at 6084 S Archer Ave - Permit No. 101019938,2023-07-19,2022-09-14,C1DC99FD-AB16-EE11-8F6D-001DD806F9D9,introduction after other action
Or2023-0002210,Issuance of permits for sign(s)/signboard(s) at 4000 S Racine Ave - Permit No. 101021411,2023-07-19,2021-09-14,7DA297C5-BC16-EE11-8F6D-001DD806F9D9,introduction after other action
Or2023-0002678,Residential permit parking at 1700-1998 and 1701-1999 N Stockton Dr - Zone No. 142,2023-07-19,2023-07-14,3E022CF4-4E1F-EE11-8F6C-001DD809B9F5,introduction after other action
Or2023-0002679,Residential permit parking at 2000-2398 and 2001-2399 N Stockton Dr - Zone No. 143,2023-07-19,2023-07-14,7C6B7D7D-4F1F-EE11-8F6C-001DD809B9F5,introduction after other action
Or2023-0002771,Issuance of permits for sign(s)/signboard(s) at 2196 N Elston Ave - Permit No. 101021806,2023-07-19,2021-09-14,0851A561-6022-EE11-8F6C-001DD809BA2A,introduction after other action
Or2023-0002773,Issuance of permits for sign(s)/signboard(s) at 2196 N Elston Ave - Permit No. 101021808,2023-07-19,2021-09-14,81E3DB35-6222-EE11-8F6C-001DD809BA2A,introduction after other action
Or2023-0002811,Issuance of permits for sign(s)/signboard(s) at 6400 S Pulaski Rd - Permit No. 101023374,2023-07-19,2021-09-14,55CC9CED-B824-EE11-9CBD-001DD804E144,introduction after other action
Or2023-0002839,Issuance of permits for sign(s)/signboard(s) at 352 E Illinois St - Permit No. 101022150,2023-07-19,2023-07-18,AC06AFF0-6F25-EE11-9CBD-001DD804E555,introduction after other action
Or2023-0002854,Issuance of permits for sign(s)/signboard(s) at 352 E Illinois St - Permit No. 101022149,2023-07-19,2023-07-18,87CB12EB-7825-EE11-9CBD-001DD804E555,introduction after other action
Or2023-0002856,Issuance of permits for sign(s)/signboard(s) at 4100 W Ann Lurie Pl - Permit No. 101015562,2023-07-19,2023-07-18,A9C67201-7A25-EE11-9CBD-001DD804E555,introduction after other action
Or2023-0002907,Issuance of permits for sign(s)/signboard(s) at 1443 N Ogden Ave - Permit No. 101023745,2023-07-19,2021-09-14,4D7A9E2A-A425-EE11-9CBD-001DD804E9A5,introduction after other action
Or2023-0002911,Issuance of permits for sign(s)/signboard(s) at 2738 W Fulton St - Permit No. 101020402,2023-07-19,2021-09-14,793BEF8A-A925-EE11-9CBD-001DD804E9A5,introduction after other action
Or2023-0002919,Issuance of permits for sign(s)/signboard(s) at 3819 N Western Ave - Permit No. 101020591,2023-07-19,2021-09-14,DBFFF6E0-B025-EE11-9CBD-001DD804E9A5,introduction after other action
Or2023-0002920,Issuance of permits for sign(s)/signboard(s) at 3819 N Western Ave - Permit No. 101020601,2023-07-19,2021-09-14,3DE01644-B125-EE11-9CBD-001DD804E9A5,introduction after other action
Or2023-0002921,Historical landmark fee waiver for property at 1618 N Cleveland Ave,2023-07-19,2021-09-14,6C3533AE-B125-EE11-9CBD-001DD804E9A5,introduction after other action
Or2023-0002931,Issuance of permits for sign(s)/signboard(s) at 3350 W Diversey Ave - Permit No. 101012019,2023-07-19,2021-09-14,D42C5560-4826-EE11-9965-001DD804E9A5,introduction after other action
Or2023-0002933,Issuance of permits for sign(s)/signboard(s) at 3350 W Diversey Ave - Permit No. 10102021,2023-07-19,2021-09-14,C498627B-4926-EE11-9965-001DD804E9A5,introduction after other action
Or2023-0002956,Historical landmark fee waiver for property at 4543 S Ellis Ave,2023-07-19,2021-09-14,FF1928FC-5326-EE11-9965-001DD804E9A5,introduction after other action
Or2023-0004098,"Tag day permit(s) for Children International, Inc.; and Illinois State Council Knights of Columbus Charities Inc.",2023-09-14,2023-09-11,648B76DB-6E51-EE11-BE6E-001DD8097692,introduction after other action
Or2023-0004099,"Settlement agreement regarding case of Emily Vyncke, Individually and as a Special Representative of Owen Vyncke, a minor, Patrick Vyncke and Claudia Jacobs v. City of Chicago, et al., cited as 2018 L 3051 (Cir. Ct. of Cook County, Law Division)",2023-09-14,2023-09-11,9C88930C-7051-EE11-BE6E-001DD8097692,introduction after other action
Or2023-0004100,"Settlement agreement regarding case of Diana Kerizareth v. Chicago Police Officer Kristophe Jaros, Star #9295; Chicago Police Officer Ameen H. Mustafa, Star #16130; Chicago Police Officer Arturo Villanueva, Star #409; and the City of Chicago, a Municipal Corporation, cited as 2022 L 4459 (Cir. Ct. of Cook County, Law Division)",2023-09-14,2023-09-11,C6FF4C08-7151-EE11-BE6E-001DD8097692,introduction after other action
Or2023-0004101,"Settlement agreement regarding case of Reginald Rucker v. Chicago Police Officer Daniel Kallman, et al., cited as 23-1486 (7th Circuit)/2017-cv-7876 (NDIL)",2023-09-14,2023-09-11,AD6F9FA0-7151-EE11-BE6E-001DD8097692,introduction after other action
Or2023-0004102,"Settlement agreement regarding case of Washington v. Boudreau, et al., cited as 16-cv-1893 and Hood v. City of Chicago, et al., cited as 16-cv-1970",2023-09-14,2023-09-11,165BF90D-7251-EE11-BE6E-001DD8097692,introduction after other action
Or2023-0004115,Payment of various small claims,2023-09-14,2023-09-11,ED04B4D5-9651-EE11-BE6E-001DD8097F7D,introduction after other action
Or2023-0004194,Traffic sign(s)/signal(s) at S Maplewood Ave and W Lexington St - All Way Stop,2023-09-14,2023-09-06,F40B347F-0B53-EE11-BE6E-001DD8097692,introduction after other action
Or2023-0004195,Traffic sign(s)/signal(s) at W Jackson Blvd and S Springfield Ave - All Way Stop,2023-09-14,2023-09-06,8E318639-0C53-EE11-BE6E-001DD8097692,introduction after other action
Or2023-0004200,Traffic sign(s)/signal(s) at W Wolfram St and N Cicero Ave - Stop Sign,2023-09-14,2023-09-06,D0746A00-1153-EE11-BE6E-001DD8097692,introduction after other action
Or2023-0004201,Traffic sign(s)/signal(s) at W Wolfram St (north side) and N Cicero Ave to first alley west thereof,2023-09-14,2023-09-06,7E695ACB-1153-EE11-BE6E-001DD8097692,introduction after other action
Or2023-0004204,Traffic sign(s)/signal(s) at N Nashville Ave and W Argyle St - All Way Stop,2023-09-14,2023-09-06,FA428232-1353-EE11-BE6E-001DD8097692,introduction after other action
Or2023-0004910,Payment of various small claims,2023-10-04,2023-10-02,1F5BD12E-5C61-EE11-BE6E-001DD80520D0,introduction after other action
Or2023-0004912,"Settlement agreement regarding case of Sharnia Phillips v. City of Chicago, cited as 2018-cv-316 (N.D. Ill.)",2023-10-04,2023-10-02,5861F759-5D61-EE11-BE6E-001DD80520D0,introduction after other action
Or2023-0004913,"Settlement agreement regarding case of David Holian v. City of Chicago, a Municipal Corporation, and Officer John Craig, cited as 20 L 8509",2023-10-04,2023-10-02,F2A3B3B3-5D61-EE11-BE6E-001DD80520D0,introduction after other action
Or2023-0005307,Traffic sign(s)/signal(s) at W Washington Blvd and N Lotus Ave - All-Way Stop,2023-10-16,2023-10-05,6BBF4E76-5D6C-EE11-8DEF-001DD804E2C5,introduction after other action
Or2023-0005308,Traffic direction at W Wolfram St from Cicero Ave. to N. Long Ave - One-Way westerly - amend,2023-10-16,2023-10-05,0273E096-5E6C-EE11-8DEF-001DD804E2C5,introduction after other action
Or2023-0005353,Residential permit parking at 5315-5326 S Lorel Ave - Zone 2412,2023-10-16,2023-10-05,098B37CF-B66D-EE11-8DEF-001DD804E693,introduction after other action
Or2023-0005355,Residential permit parking at 2024-2110 N Parkside Ave - even side,2023-10-16,2023-10-05,B8E6830C-B86D-EE11-8DEF-001DD804E693,introduction after other action
